"Id","employer_category","job_category","EMPLOYEE_COUNT","Terms_of_emp","Eco_sect","work_description","Job_dep","Working_hours","WORK_CONDITION","EMOLUMENT"
94171,"ct_2","O","tr_6","AUT","OZ","525b","93",1820,"C",20050
94175,"ct_8","O","tr_5","CDI","QB","423b","93",1780,"C",23231
94184,"ct_9","O","tr_2","CDI","HZ","643a","75",1533,"C",15632
94193,"ct_9","O","tr_3","CDI","NZ","561f","93",710,"P",8575
94194,"ct_9","O","tr_6","CDI","HZ","643a","92",1806,"C",14400
94199,"ct_9","O","tr_6","CDI","KZ","388a","75",1820,"C",64529
94204,"ct_9","O","tr_1","CDI","GZ","543g","75",760,"C",13618
94210,"ct_9","O","tr_6","CDI","HZ","641b","93",682,"C",7652
94213,"ct_9","O","tr_6","CDI","JA","352a","92",1820,"C",40302
94214,"ct_9","O","tr_2","CDI","QA","526e","78",2138,"C",23601
94215,"ct_9","O","tr_5","CDI","GZ","423b","75",1568,"C",24402
94216,"ct_9","O","tr_6","CDI","KZ","376e","94",1636,"C",32626
94220,"ct_9","O","tr_1","CDI","MA","542a","93",1133,"C",16973
94230,"ct_9","O","tr_2","CDI","IZ","561d","78",1434,"C",10021
94233,"ct_9","O","tr_2","CDI","HZ","373d","93",795,"C",36272
94234,"ct_9","O","tr_3","CDI","GZ","542a","75",1589,"C",22689
94240,"ct_9","O","tr_4","CDI","QB","526a","75",2354,"C",29794
94243,"ct_8","O","tr_4","CDI","SZ","435a","93",1820,"C",33187
94247,"ct_9","O","tr_5","CDI","MA","674d","95",1759,"C",19296
94252,"ct_9","O","tr_4","CDI","HZ","543g","94",2048,"C",25724
94253,"ct_9","O","tr_1","CDI","FZ","632g","75",227,"C",2358
94254,"ct_6","O","tr_3","CDI","PZ","421a","75",1819,"P",28701
94255,"ct_9","O","tr_5","CDI","HZ","655a","93",473,"C",5735
94258,"ct_9","O","tr_6","CDI","HZ","333c","93",1820,"C",27652
94266,"ct_9","O","tr_3","CDI","QA","526e","95",2200,"C",36028
94274,"ct_8","O","tr_4","CDI","QB","526a","75",1492,"P",19431
94275,"ct_9","O","tr_2","CDI","CA","636c","75",1698,"C",19798
94276,"ct_9","O","tr_6","CDI","HZ","461e","93",1685,"C",23597
94279,"ct_9","O","tr_4","CDD","NZ","534a","78",1579,"C",14809
94282,"ct_9","O","tr_3","CDI","GZ","487a","77",670,"C",14067
94285,"ct_5","O","tr_6","CDI","KZ","543b","75",1824,"C",34036
94287,"ct_9","O","tr_4","CDI","QA","461b","93",609,"C",10330
94290,"ct_9","O","tr_4","CDI","QB","526a","92",2144,"C",27045
94300,"ct_9","O","tr_3","CDI","GZ","551a","93",2013,"C",20462
94317,"ct_9","O","tr_2","CDI","GZ","634c","93",1672,"C",19718
94320,"ct_9","O","tr_5","CDI","QA","525d","93",1690,"C",15968
94336,"ct_9","O","tr_3","CDI","GZ","653a","77",659,"P",8407
94338,"ct_9","O","tr_6","CDD","JA","353c","92",634,"N",11390
94339,"ct_9","O","tr_4","CDI","QB","526a","94",1885,"C",20075
94342,"ct_9","O","tr_2","CDI","IZ","561d","51",1381,"C",9141
94344,"ct_9","O","tr_1","CDI","IZ","561f","93",2028,"C",20424
94353,"ct_2","O","tr_3","AUT","PZ","421b","93",1873,"C",24055
94365,"ct_7","O","tr_1","CDI","TZ","563a","75",2170,"N",16513
94366,"ct_9","O","tr_1","CDI","LZ","373d","94",1683,"C",25620
94385,"ct_9","A","tr_4","APP","FZ","478a","92",1614,"C",22107
94393,"ct_8","O","tr_2","CDI","QA","526b","93",1295,"C",16023
94397,"ct_9","O","tr_2","CDI","HZ","641a","93",1669,"C",13162
94400,"ct_9","O","tr_6","CDI","QA","431f","93",1645,"C",31235
94412,"ct_9","O","tr_6","CDD","NZ","684a","92",159,"P",1788
94421,"ct_9","O","tr_2","CDI","IZ","561b","94",1529,"C",17135
94433,"ct_9","O","tr_6","CDI","JC","461d","92",553,"C",11015
94437,"ct_9","O","tr_6","CDI","HZ","389c","13",1704,"C",54665
94438,"ct_9","O","tr_2","CDI","HZ","641a","78",301,"P",2220
94444,"ct_8","O","tr_4","CDI","QA","526a","93",1895,"C",24457
94450,"ct_9","O","tr_5","CDI","HZ","477a","93",512,"C",7045
94452,"ct_9","O","tr_0","CDI","NZ","541b","92",970,"P",9187
94458,"ct_8","O","tr_3","CDI","QB","525d","75",922,"C",7827
94459,"ct_8","O","tr_3","CDI","QB","525d","75",1012,"P",9277
94464,"ct_8","O","tr_6","CDI","QA","525d","75",1826,"C",17149
94468,"ct_9","O","tr_1","CDI","IZ","636d","75",878,"C",5829
94469,"ct_8","O","tr_3","CDI","QB","478b","93",2044,"C",31549
94470,"ct_8","O","tr_3","CDI","QB","525d","93",1820,"C",15317
94474,"ct_8","O","tr_5","CDI","QB","526a","75",1790,"C",21451
94480,"ct_6","O","tr_3","CDI","GZ","554h","75",1598,"C",16689
94481,"ct_8","O","tr_6","CDI","QB","435b","75",1515,"P",22206
94490,"ct_9","O","tr_5","CDI","HZ","466c","95",910,"P",8999
94492,"ct_9","O","tr_4","CDI","HZ","333c","75",1824,"C",44274
94498,"ct_9","O","tr_5","CDI","RZ","555a","94",585,"P",9849
94502,"ct_2","O","tr_6","AUT","OZ","523c","93",1820,"C",25990
94509,"ct_5","O","tr_6","CDI","HZ","654b","75",2117,"C",24877
94515,"ct_9","O","tr_5","CDI","MA","384a","92",1006,"C",14696
94517,"ct_2","O","tr_6","AUT","OZ","526c","93",1819,"C",22128
94521,"ct_9","O","tr_5","CDI","LZ","376g","92",1817,"C",38627
94523,"ct_8","O","tr_2","CDI","QB","434d","93",1820,"C",28256
94528,"ct_9","O","tr_5","CDI","DZ","383a","75",1820,"C",54241
94530,"ct_9","O","tr_2","CDI","FZ","481b","75",1705,"C",38423
94539,"ct_8","O","tr_6","CDI","QB","526d","91",949,"C",13965
94543,"ct_9","O","tr_5","CDI","MA","461d","93",1190,"C",26125
94547,"ct_9","O","tr_6","CDI","KZ","376b","75",1824,"C",32584
94554,"ct_9","O","tr_1","CDI","FZ","542a","93",793,"C",7485
94557,"ct_9","O","tr_6","CDI","JC","388c","92",1780,"C",50224
94558,"ct_9","O","tr_3","CDI","CC","478a","92",1131,"C",23315
94559,"ct_8","O","tr_6","CDI","QB","526a","75",1712,"C",25314
94564,"ct_9","O","tr_3","CDI","IZ","468a","75",437,"C",13397
94565,"ct_5","O","tr_5","CDI","RZ","353c","75",1820,"C",39535
94568,"ct_8","O","tr_4","CDD","QB","526a","93",249,"P",2632
94572,"ct_9","O","tr_3","CDI","HZ","333c","93",1823,"C",21388
94573,"ct_9","O","tr_6","CDI","HZ","521a","95",1589,"P",17565
94576,"ct_9","O","tr_4","CDI","MA","465a","75",1820,"C",67004
94587,"ct_9","O","tr_1","CDI","NZ","463d","93",632,"C",7539
94597,"ct_3","O","tr_6","AUT","QA","526c","93",1820,"C",21373
94598,"ct_8","O","tr_3","CDD","QB","526d","92",1335,"C",16179
94600,"ct_8","O","tr_6","CDI","QA","451h","92",1871,"C",23209
94604,"ct_3","O","tr_6","CDI","QA","332b","75",1749,"C",59554
94606,"ct_9","O","tr_6","CDI","HZ","466c","93",895,"P",28669
94607,"ct_9","O","tr_6","CDI","NZ","461b","92",1680,"C",21244
94625,"ct_9","O","tr_1","CDI","MA","543b","60",780,"C",7171
94630,"ct_9","O","tr_6","CDI","QA","526a","93",1868,"C",21772
94632,"ct_9","O","tr_3","CDI","HZ","333c","77",1830,"C",58859
94636,"ct_9","O","tr_5","CDI","MA","543b","93",1634,"C",22833
94637,"ct_8","O","tr_1","CDI","NZ","684a","75",1802,"P",21831
94642,"ct_8","O","tr_6","CDI","QA","526a","92",1317,"C",12982
94647,"ct_9","O","tr_5","CDI","NZ","563c","75",1510,"P",15701
94651,"ct_1","O","tr_6","CDI","OZ","422a","94",1820,"C",47247
94656,"ct_9","O","tr_5","CDI","MC","543g","94",759,"C",3137
94664,"ct_9","O","tr_2","CDI","GZ","676a","93",1558,"C",15264
94674,"ct_9","O","tr_1","CDD","FZ","632f","75",304,"C",2632
94705,"ct_9","O","tr_3","CDD","MA","472a","92",1245,"C",16996
94711,"ct_9","O","tr_1","CDI","MA","634c","92",950,"C",13849
94714,"ct_9","O","tr_3","CDI","FZ","481b","78",1659,"C",29498
94719,"ct_9","O","tr_3","CDI","SZ","563b","94",1250,"P",13253
94720,"ct_9","A","tr_2","APP","KZ","467a","92",1820,"C",31431
94721,"ct_5","O","tr_6","CDI","KZ","331a","75",1820,"C",50105
94723,"ct_9","O","tr_2","CDI","FZ","622c","93",1443,"C",17082
94738,"ct_8","O","tr_4","CDI","QB","373d","75",1779,"C",28775
94739,"ct_9","O","tr_5","CDI","CE","484a","93",1561,"C",58266
94748,"ct_9","O","tr_5","CDI","NZ","684a","93",1067,"C",8350
94765,"ct_9","O","tr_1","CDI","RZ","541c","93",1219,"C",11352
94770,"ct_2","A","tr_6","APP","OZ","525c","93",1722,"C",15225
94771,"ct_9","O","tr_1","CDI","HZ","466c","93",1593,"C",13049
94779,"ct_9","O","tr_1","CDD","FZ","632f","78",736,"P",6481
94783,"ct_5","O","tr_3","CDD","LZ","564a","93",374,"C",2383
94786,"ct_9","O","tr_6","CDI","NZ","534a","69",2602,"C",24018
94788,"ct_3","O","tr_6","CDD","QA","451h","75",1790,"C",22479
94801,"ct_9","O","tr_1","CDD","GZ","554e","93",373,"P",3128
94804,"ct_9","O","tr_6","CDI","HZ","521a","93",1906,"C",20928
94827,"ct_8","O","tr_3","CDI","QB","526a","93",1722,"C",13523
94833,"ct_9","O","tr_1","AUT","CB","641a","93",632,"C",10165
94840,"ct_9","O","tr_6","CDI","KZ","376c","75",1764,"C",30131
94845,"ct_9","O","tr_5","CDI","MA","461f","75",1820,"C",30435
94851,"ct_9","O","tr_2","CDI","QA","431f","75",1746,"C",25423
94856,"ct_9","O","tr_6","CDI","JC","352a","75",1792,"C",50644
94868,"ct_9","O","tr_3","CDI","NZ","534a","60",1924,"C",23836
94875,"ct_8","O","tr_3","CDI","PZ","421b","93",1820,"C",30977
94876,"ct_9","O","tr_6","CDI","GZ","388a","95",1834,"C",47752
94879,"ct_9","O","tr_5","CDD","MA","676e","92",946,"P",9996
94882,"ct_9","O","tr_1","CDD","IZ","561f","75",216,"N",1989
94884,"ct_9","O","tr_1","CDI","GZ","554e","93",1243,"C",12201
94887,"ct_9","O","tr_6","CDI","GZ","461e","94",1341,"C",37358
94902,"ct_8","O","tr_3","CDI","KZ","467d","93",1820,"C",23502
94904,"ct_9","O","tr_4","CDI","FZ","621b","94",1653,"C",24295
94905,"ct_9","O","tr_1","CDI","GZ","554e","93",901,"C",9690
94906,"ct_2","O","tr_6","CDD","QB","525b","75",1517,"C",17500
94908,"ct_9","O","tr_2","CDI","HZ","477b","77",759,"C",16741
94909,"ct_9","O","tr_2","CDI","QB","526a","92",1342,"C",16599
94910,"ct_9","O","tr_3","CDI","GZ","487a","93",1713,"C",29760
94914,"ct_9","O","tr_3","CDI","QB","563b","75",1010,"P",9949
94923,"ct_9","O","tr_2","CDI","HZ","676c","93",2040,"C",17312
94926,"ct_2","O","tr_3","AUT","QB","563b","93",1820,"C",23586
94933,"ct_9","O","tr_0","CDI","HZ","542a","93",390,"C",3899
94943,"ct_1","O","tr_6","CDI","OZ","451e","75",1820,"C",22632
94958,"ct_9","O","tr_5","CDI","QA","543h","93",182,"P",1681
94962,"ct_8","O","tr_5","CDI","QA","525d","75",1867,"C",19284
94964,"ct_9","O","tr_4","CDI","RZ","354e","75",618,"P",19647
94967,"ct_9","O","tr_2","CDI","FZ","632g","75",453,"C",5376
94970,"ct_2","O","tr_6","CDD","OZ","524c","93",274,"P",2216
94975,"ct_3","O","tr_6","CDD","QA","344a","93",363,"P",11807
94981,"ct_9","O","tr_1","CDD","SZ","562a","94",1351,"C",10254
94989,"ct_7","O","tr_1","CDI","TZ","563a","75",1374,"N",12989
94993,"ct_9","O","tr_2","CDI","FZ","621e","92",1574,"C",23704
94995,"ct_9","O","tr_2","CDI","NZ","461e","93",1158,"P",23824
95006,"ct_4","O","tr_6","CDI","OZ","376f","75",2524,"C",60949
95019,"ct_9","O","tr_3","CDI","MA","374d","93",1436,"C",16482
95028,"ct_9","O","tr_6","CDI","NZ","684a","95",564,"C",26831
95039,"ct_8","O","tr_1","CDD","SZ","543h","93",1631,"P",17822
95048,"ct_9","O","tr_5","CDI","PZ","422e","75",1717,"P",13876
95055,"ct_9","O","tr_6","CDI","HZ","451a","95",1820,"C",18042
95056,"ct_9","O","tr_4","CDI","MA","372c","75",1559,"C",26569
95058,"ct_9","O","tr_3","CDI","NZ","423b","92",1505,"C",31919
95059,"ct_9","O","tr_6","CDI","GZ","551a","94",1839,"C",21278
95065,"ct_3","O","tr_6","AUT","QA","431f","93",2058,"C",38435
95069,"ct_9","O","tr_6","CDI","DZ","375b","75",1782,"C",54964
95075,"ct_9","O","tr_4","CDI","HZ","643a","93",1846,"C",20680
95076,"ct_9","O","tr_1","CDI","QA","526e","92",1571,"C",14902
95077,"ct_8","O","tr_3","CDI","QB","525d","75",1820,"C",18546
95078,"ct_5","O","tr_4","CDI","HZ","534a","94",2164,"C",28205
95080,"ct_9","O","tr_4","CDD","IZ","561d","93",198,"C",1508
95087,"ct_9","O","tr_2","CDI","IZ","561b","93",202,"C",1855
95088,"ct_9","O","tr_3","CDI","FZ","632j","78",465,"C",3080
95097,"ct_9","O","tr_6","CDI","NZ","534a","93",155,"C",2906
95101,"ct_9","O","tr_1","CDI","GZ","554a","75",1967,"C",27511
95109,"ct_1","O","tr_4","CDI","OZ","461f","93",225,"P",11953
95110,"ct_9","O","tr_6","CDI","GZ","552a","92",1287,"P",6346
95114,"ct_8","O","tr_5","CDI","QB","435b","94",2027,"C",17550
95116,"ct_9","O","tr_1","CDI","IZ","561c","93",1755,"C",17472
95118,"ct_9","O","tr_1","CDI","HZ","641a","93",1457,"C",15687
95121,"ct_9","O","tr_3","CDI","GZ","462e","92",1183,"C",19765
95122,"ct_9","O","tr_2","TTP","NZ","641a","93",1767,"C",18444
95123,"ct_6","O","tr_1","CDI","KZ","467c","75",1744,"C",25841
95124,"ct_8","O","tr_6","CDI","OZ","545d","94",2050,"C",33482
95125,"ct_9","O","tr_5","CDI","PZ","525a","75",1813,"C",10870
95131,"ct_9","O","tr_1","CDD","JA","465b","93",1092,"N",22185
95138,"ct_9","O","tr_1","CDD","JA","353c","92",1637,"C",44571
95155,"ct_9","O","tr_6","CDI","HZ","487b","93",1875,"C",37206
95159,"ct_9","A","tr_5","APP","KZ","467a","93",1705,"C",18226
95164,"ct_8","O","tr_1","CDI","QA","641a","94",961,"C",21081
95175,"ct_9","O","tr_5","CDI","IZ","561b","75",1098,"C",17199
95176,"ct_9","O","tr_5","CDI","HZ","655a","92",1820,"C",25713
95178,"ct_9","O","tr_6","CDI","NZ","461f","92",1821,"C",46141
95181,"ct_2","A","tr_6","APP","OZ","524b","75",1820,"C",20449
95185,"ct_9","O","tr_1","CDI","LZ","543b","94",2200,"C",44480
95188,"ct_9","O","tr_1","CDI","SZ","562b","93",1839,"C",18038
95213,"ct_8","O","tr_6","CDI","QA","526a","92",1890,"C",31945
95214,"ct_9","O","tr_4","CDI","GZ","553c","75",1237,"C",12854
95224,"ct_9","O","tr_5","CDI","GZ","643a","94",1603,"C",14342
95229,"ct_9","O","tr_1","CDI","QB","526c","92",629,"C",7206
95230,"ct_9","O","tr_6","CDI","NZ","684a","93",2055,"P",18978
95231,"ct_9","O","tr_3","CDI","FZ","632a","95",1708,"C",21392
95233,"ct_9","O","tr_3","CDI","GZ","463c","21",1424,"C",17865
95239,"ct_9","A","tr_2","APP","SZ","562b","75",453,"C",2053
95240,"ct_2","O","tr_3","AUT","PZ","523c","75",1618,"P",16924
95246,"ct_9","O","tr_1","CDI","IZ","636d","93",1895,"C",19862
95247,"ct_9","O","tr_4","CDI","GZ","487a","92",1825,"C",34586
95259,"ct_9","O","tr_4","CDI","EZ","542a","93",1640,"C",21039
95261,"ct_8","O","tr_3","CDI","QB","526d","93",1891,"C",16175
95264,"ct_9","O","tr_5","CDI","NZ","684a","93",2016,"C",21563
95270,"ct_9","O","tr_1","CDI","CC","627d","93",1683,"C",17458
95271,"ct_9","O","tr_1","CDI","IZ","561c","92",708,"P",6262
95272,"ct_9","O","tr_6","CDI","JA","352a","75",1820,"C",47417
95277,"ct_8","O","tr_6","CDD","QA","344a","94",1820,"C",50250
95286,"ct_9","O","tr_1","TTP","NZ","561d","75",290,"C",2745
95287,"ct_9","O","tr_2","CDD","GZ","682a","75",813,"C",9712
95294,"ct_8","O","tr_2","CDI","PZ","421b","93",1820,"C",23739
95305,"ct_8","O","tr_5","CDI","QA","526c","92",1313,"C",21443
95307,"ct_9","O","tr_6","CDI","NZ","486e","75",1968,"C",31251
95309,"ct_9","O","tr_6","CDI","NZ","534a","95",1770,"C",23834
95315,"ct_9","O","tr_4","CDI","FZ","633a","94",1690,"C",24069
95322,"ct_9","O","tr_1","TTP","NZ","676a","93",686,"C",6126
95330,"ct_9","O","tr_4","CDI","NZ","372a","75",1820,"C",49397
95332,"ct_3","O","tr_6","CDI","QA","344a","94",1092,"P",34171
95333,"ct_9","O","tr_3","CDI","CE","544a","75",1491,"C",25486
95340,"ct_9","O","tr_6","CDD","NZ","684a","95",1534,"P",15599
95350,"ct_9","O","tr_6","CDI","CF","475a","93",1813,"C",46026
95362,"ct_9","O","tr_1","CDI","IZ","561d","75",1108,"C",9098
95363,"ct_9","O","tr_1","TTP","NZ","641a","93",1152,"N",15033
95364,"ct_8","O","tr_4","CDI","QB","525d","75",1820,"C",23022
95377,"ct_9","O","tr_6","CDI","JA","352a","75",1815,"C",49344
95379,"ct_9","O","tr_0","CDI","MC","544a","75",1876,"C",32649
95384,"ct_9","O","tr_1","CDI","GZ","477b","93",1319,"C",32337
95386,"ct_9","O","tr_3","CDI","HZ","333c","93",1962,"C",27036
95388,"ct_8","O","tr_3","CDI","QB","526d","93",1840,"C",16417
95394,"ct_7","O","tr_0","CDI","TZ","563c","93",894,"N",6281
95400,"ct_9","O","tr_6","CDI","NZ","684a","92",1669,"C",15112
95401,"ct_9","O","tr_0","CDI","FZ","481b","94",1149,"P",9924
95403,"ct_9","O","tr_5","CDI","NZ","479b","95",1819,"C",34337
95406,"ct_9","O","tr_3","CDD","MA","461d","92",1737,"C",21582
95408,"ct_8","O","tr_6","CDI","OZ","372d","93",152,"C",6775
95413,"ct_9","O","tr_2","CDI","IZ","561d","92",1747,"C",14906
95424,"ct_1","O","tr_6","CDI","RZ","533c","75",691,"P",7065
95426,"ct_9","O","tr_1","CDI","CJ","481b","94",1571,"C",25199
95427,"ct_9","O","tr_6","CDI","NZ","534a","94",2378,"C",25332
95429,"ct_2","O","tr_6","CDI","OZ","621f","93",1838,"C",18268
95432,"ct_9","O","tr_6","CDI","CB","676c","93",2000,"C",24918
95437,"ct_9","O","tr_2","CDI","FZ","632k","95",1471,"C",22448
95445,"ct_9","O","tr_6","CDI","MA","543f","92",1597,"C",26747
95446,"ct_1","O","tr_6","CDI","PZ","333e","75",1820,"C",25440
95449,"ct_9","O","tr_2","CDI","NZ","684a","75",1669,"C",24822
95454,"ct_9","O","tr_4","CDI","GZ","477c","95",1834,"C",22489
95461,"ct_9","O","tr_1","CDI","CA","554a","93",1096,"C",9594
95476,"ct_9","O","tr_3","CDI","FZ","671c","92",2011,"C",32064
95482,"ct_8","O","tr_2","CDI","PZ","421b","93",1820,"C",29763
95485,"ct_9","O","tr_6","CDI","IZ","466c","77",1082,"C",20013
95490,"ct_9","O","tr_5","CDI","FZ","543g","93",1743,"C",23841
95492,"ct_9","O","tr_5","CDI","CE","461e","92",2045,"C",36526
95498,"ct_9","O","tr_0","CDI","HZ","676b","91",134,"C",2519
95516,"ct_9","O","tr_6","CDI","MC","373b","93",1687,"C",26090
95517,"ct_9","O","tr_1","CDI","PZ","462c","78",1679,"C",26209
95519,"ct_9","O","tr_4","CDI","DZ","473c","93",1773,"C",35375
95525,"ct_9","O","tr_3","CDI","IZ","554a","75",1274,"C",15976
95529,"ct_9","O","tr_2","CDI","GZ","462b","93",1823,"C",24572
95536,"ct_8","O","tr_4","CDI","QB","526d","93",1930,"C",23288
95543,"ct_8","O","tr_3","CDI","PZ","422c","75",1044,"P",13315
95545,"ct_9","O","tr_2","CDI","GZ","552a","95",1252,"C",15335
95547,"ct_5","O","tr_6","CDI","HZ","654b","75",2077,"C",20457
95558,"ct_7","O","tr_1","CDI","QB","563a","93",478,"N",2887
95564,"ct_9","O","tr_1","CDI","HZ","534b","93",1326,"C",13856
95565,"ct_9","O","tr_6","CDI","NZ","684a","77",1220,"C",21151
95566,"ct_9","O","tr_6","CDI","KZ","376d","75",1820,"C",44895
95569,"ct_8","O","tr_4","CDI","QB","432d","75",1794,"C",24971
95576,"ct_9","O","tr_6","CDI","CB","627b","75",1877,"C",28306
95579,"ct_8","O","tr_2","CDI","QB","526a","93",911,"P",15038
95581,"ct_9","O","tr_2","TTP","NZ","681a","93",1100,"N",12124
95582,"ct_9","O","tr_6","CDD","KZ","545b","92",1802,"C",24469
95583,"ct_9","O","tr_6","CDI","NZ","534a","93",1593,"C",17562
95587,"ct_9","O","tr_6","CDI","NZ","534a","77",1395,"C",13779
95593,"ct_9","O","tr_2","CDI","FZ","621c","93",1820,"C",24155
95595,"ct_8","O","tr_4","CDI","QB","525d","93",2153,"C",25700
95603,"ct_9","O","tr_6","CDI","QA","431f","93",1925,"C",34459
95604,"ct_9","O","tr_6","CDI","KZ","467c","92",2018,"C",30995
95608,"ct_9","O","tr_1","CDI","HZ","643a","75",870,"C",7556
95616,"ct_1","O","tr_3","AUT","OZ","421b","93",1820,"C",33533
95624,"ct_9","O","tr_6","CDI","MA","386b","92",1820,"C",69518
95629,"ct_9","O","tr_1","CDI","GZ","554e","93",1682,"C",11638
95632,"ct_9","O","tr_6","CDI","LZ","564a","92",1820,"C",29675
95642,"ct_9","O","tr_6","CDI","HZ","374c","93",1613,"P",32641
95647,"ct_9","O","tr_6","CDI","JC","388a","92",2002,"C",36705
95650,"ct_9","O","tr_5","CDI","FZ","382c","93",1820,"C",63891
95652,"ct_9","O","tr_3","CDI","FZ","681b","93",387,"C",3350
95670,"ct_9","O","tr_3","CDI","MA","382a","93",1820,"N",31659
95672,"ct_8","O","tr_2","CDI","QB","526d","93",1785,"C",21539
95673,"ct_8","O","tr_2","CDI","QA","344b","93",1240,"P",40943
95678,"ct_9","O","tr_1","CDI","IZ","561c","94",1820,"C",17771
95683,"ct_9","O","tr_1","CDD","JA","353c","75",284,"N",6815
95686,"ct_8","O","tr_3","CDI","QB","435b","93",1382,"C",13792
95687,"ct_9","O","tr_6","CDI","JC","388a","92",1822,"C",25895
95690,"ct_9","O","tr_6","CDI","HZ","333e","93",1778,"C",51935
95695,"ct_8","O","tr_3","CDI","QB","563a","93",1872,"C",14145
95702,"ct_9","O","tr_4","CDI","MA","478a","92",1820,"C",30353
95703,"ct_9","O","tr_1","CDD","GZ","684b","93",320,"P",2828
95707,"ct_3","O","tr_6","AUT","MA","431f","75",1516,"C",23351
95710,"ct_9","O","tr_1","CDI","IZ","636d","75",206,"P",7059
95712,"ct_9","O","tr_1","CDI","GZ","484b","75",678,"C",15154
95717,"ct_9","O","tr_3","CDD","GZ","551a","93",1566,"C",17756
95722,"ct_9","O","tr_2","CDI","HZ","643a","93",650,"C",6657
95730,"ct_9","O","tr_6","CDI","QA","526a","93",2079,"C",24428
95754,"ct_7","O","tr_0","CDI","TZ","563c","93",894,"N",7828
95755,"ct_9","O","tr_6","CDI","JA","352a","92",1820,"C",50460
95757,"ct_9","A","tr_6","APP","HZ","466c","77",1677,"C",23801
95759,"ct_9","O","tr_6","CDI","IZ","561f","75",1540,"C",15056
95762,"ct_9","O","tr_4","CDI","FZ","632d","95",228,"P",1725
95764,"ct_9","O","tr_6","CDI","KZ","461e","93",1825,"C",36010
95765,"ct_9","O","tr_1","CDI","RZ","424a","75",457,"C",7262
95767,"ct_9","O","tr_1","CDD","FZ","633a","95",1041,"C",5528
95769,"ct_8","O","tr_2","CDI","QB","434e","75",1836,"C",21388
95771,"ct_9","O","tr_1","CDI","FZ","382c","93",1487,"C",23421
95783,"ct_9","O","tr_1","CDD","RZ","354b","75",448,"N",9896
95786,"ct_2","O","tr_2","AUT","PZ","421b","93",607,"C",6120
95791,"ct_7","O","tr_0","CDI","QB","563b","75",273,"N",8183
95793,"ct_9","O","tr_1","CDI","GZ","551a","92",954,"C",6160
95798,"ct_9","O","tr_4","CDI","NZ","387e","92",1820,"C",54164
95800,"ct_9","O","tr_1","CDI","MC","465a","92",1758,"C",38818
95801,"ct_9","O","tr_0","CDI","NZ","534a","95",1840,"C",19262
95802,"ct_9","O","tr_1","CDI","FZ","632a","93",1668,"C",17880
95803,"ct_9","O","tr_3","CDI","NZ","643a","75",1733,"C",16744
95806,"ct_2","O","tr_6","AUT","OZ","526c","93",1820,"C",18541
95813,"ct_2","O","tr_6","AUT","OZ","525a","93",1819,"C",20677
95816,"ct_9","O","tr_5","CDI","GZ","628b","93",1509,"C",19198
95830,"ct_9","O","tr_6","CDI","NZ","684a","92",1533,"P",11543
95832,"ct_9","O","tr_6","CDI","NZ","684a","78",1768,"C",16447
95839,"ct_8","O","tr_3","CDI","KZ","467d","93",1820,"C",22539
95849,"ct_9","O","tr_4","CDI","NZ","461f","92",1429,"C",14022
95851,"ct_9","O","tr_1","CDI","GZ","556a","93",1415,"C",12787
95852,"ct_2","O","tr_6","AUT","OZ","354g","92",2962,"C",56020
95857,"ct_8","O","tr_6","CDI","QA","525d","75",1820,"C",23618
95861,"ct_9","O","tr_2","CDD","IZ","468a","95",208,"C",5819
95866,"ct_9","O","tr_1","CDI","IZ","561d","94",1468,"C",14671
95867,"ct_9","O","tr_6","CDI","KZ","461f","93",1942,"C",31745
95873,"ct_7","O","tr_1","CDI","TZ","563c","94",856,"N",10355
95874,"ct_9","O","tr_2","CDI","FZ","633a","95",1183,"C",9355
95876,"ct_9","O","tr_1","TTP","NZ","652a","95",967,"N",10547
95877,"ct_9","X","tr_1","AUT","MA","543c","75",1535,"C",11470
95879,"ct_9","O","tr_2","CDI","MC","526b","59",612,"P",5492
95888,"ct_9","O","tr_0","CDI","NZ","642b","75",375,"C",3426
95889,"ct_9","O","tr_0","CDD","CA","554a","93",607,"C",8382
95890,"ct_9","O","tr_6","CDI","CL","384b","95",1738,"C",33040
95891,"ct_9","X","tr_1","AUT","GZ","554e","75",829,"C",6605
95894,"ct_3","O","tr_6","CDD","QA","525d","75",1253,"C",13298
95895,"ct_9","O","tr_5","CDI","FZ","373a","93",1694,"C",28890
95897,"ct_8","O","tr_2","CDI","QB","434a","93",607,"C",18394
95900,"ct_8","O","tr_5","CDI","RZ","434a","75",1729,"C",56235
95901,"ct_9","O","tr_4","CDI","QA","526a","93",1827,"C",22640
95904,"ct_9","X","tr_6","AUT","HZ","546c","93",1645,"C",18542
95907,"ct_8","O","tr_4","CDI","QB","431f","75",314,"C",5274
95910,"ct_9","O","tr_3","CDI","HZ","333c","92",1820,"C",21224
95917,"ct_9","O","tr_5","CDD","MC","375a","75",1914,"C",20385
95920,"ct_9","O","tr_1","CDI","GZ","344d","75",2028,"C",38917
95921,"ct_9","O","tr_2","CDI","IZ","468a","75",514,"C",8395
95922,"ct_8","O","tr_6","CDI","QB","526a","75",1938,"C",23078
95928,"ct_9","O","tr_2","CDI","KZ","388a","75",1736,"C",35990
95934,"ct_8","O","tr_1","CDI","NZ","564a","94",1820,"P",23745
95936,"ct_1","O","tr_6","AUT","OZ","451c","94",1820,"C",25302
95938,"ct_1","O","tr_4","CDI","OZ","524b","94",1820,"C",26254
